MONTH,DAY_OF_WEEK,DEP_DEL15,DISTANCE_GROUP,DEP_TIME_BLK,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_NAME,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,DEPARTING_AIRPORT,LATITUDE,LONGITUDE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND
10,7,0,1,1800-1859,1,20,70,SkyWest Airlines Inc.,24000,60000,3064,2500000,2800000,0.0003,0.00025,16,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,54.0,8.7
4,1,0,9,0800-0859,4,9,150,American Airlines Inc.,22000,90000,4213,3100000,10500000,0.00016,0.00035,11,Los Angeles International,33.94,-118.41,Seattle/Tacoma International,0.0,0.0,0.0,34.0,11.6
7,7,0,2,1400-1459,2,16,150,JetBlue Airways,13000,30000,830,1500000,3500000,0.00019,0.00028,10,Logan International,42.36,-71.01,San Francisco International,0.0,0.0,0.0,78.0,8.9
9,6,1,8,1900-1959,2,22,150,JetBlue Airways,30000,30000,1915,3000000,3500000,0.00019,0.00028,21,Chicago O'Hare International,41.98,-87.9,Phoenix Sky Harbor International,0.86,0.0,0.0,49.0,9.9
1,5,0,3,1400-1459,3,15,165,Alaska Airlines Inc.,24000,25000,1277,2500000,2600000,0.00021,0.00033,11,Denver International,39.86,-104.67,Los Angeles International,0.0,0.0,1.3,28.0,1.7
3,5,1,9,1300-1359,1,6,160,Delta Air Lines Inc.,27000,85000,4883,2800000,11000000,0.00018,0.0004,10,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,0.0,0.0,65.0,9.4
8,7,1,10,2100-2159,3,13,150,American Airlines Inc.,15000,90000,2872,2200000,10500000,0.00016,0.00035,23,John F. Kennedy International,40.64,-73.78,Dallas/Fort Worth International,0.0,0.0,0.0,70.0,5.7
12,5,1,3,1600-1659,1,13,150,American Airlines Inc.,22000,90000,4213,3100000,10500000,0.00016,0.00035,17,Los Angeles International,33.94,-118.41,NONE,0.0,0.0,0.0,46.0,7.1
12,3,0,8,1400-1459,1,10,100,SkyWest Airlines Inc.,22000,60000,2809,3100000,2800000,0.0003,0.00025,7,Los Angeles International,33.94,-118.41,NONE,0.0,0.0,0.0,41.0,6.4
10,7,0,10,1900-1959,3,18,143,Southwest Airlines Co.,14000,110000,3277,1700000,12000000,0.00012,0.0003,10,McCarran International,36.08,-115.15,Chicago O'Hare International,0.0,0.0,0.0,63.0,13.6
7,4,0,7,1700-1759,1,4,155,United Air Lines Inc.,17000,70000,2532,2100000,8500000,0.00017,0.00036,9,San Francisco International,37.62,-122.38,NONE,0.0,0.0,0.0,75.0,11.3
12,1,0,2,1400-1459,1,14,150,American Airlines Inc.,33000,90000,6319,3400000,10500000,0.00016,0.00035,3,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.13,3.6,5.5,27.0,8.6
6,4,1,3,1500-1559,3,9,175,United Air Lines Inc.,14000,70000,2085,1700000,8500000,0.00017,0.00036,8,McCarran International,36.08,-115.15,Denver International,0.0,0.0,0.0,79.0,8.1
3,4,0,7,1200-1259,3,10,165,Alaska Airlines Inc.,22000,25000,1170,3100000,2600000,0.00021,0.00033,3,Los Angeles International,33.94,-118.41,Miami International,0.0,0.0,0.0,42.0,5.6
9,3,0,6,0800-0859,5,7,155,United Air Lines Inc.,24000,70000,3574,2500000,8500000,0.00017,0.00036,7,Denver International,39.86,-104.67,San Francisco International,2.05,0.0,0.0,52.0,9.7
12,7,1,2,0700-0759,4,6,170,JetBlue Airways,15000,30000,957,2200000,3500000,0.00019,0.00028,20,John F. Kennedy International,40.64,-73.78,Seattle/Tacoma International,0.0,0.0,0.0,25.0,5.9
6,5,0,8,1200-1259,2,14,165,Alaska Airlines Inc.,33000,25000,1755,3400000,2600000,0.00021,0.00033,18,Hartsfield-Jackson Atlanta International,33.64,-84.43,John F. Kennedy International,0.18,0.0,0.0,72.0,4.3
8,2,0,1,2100-2159,3,15,155,United Air Lines Inc.,14000,70000,2085,1700000,8500000,0.00017,0.00036,16,McCarran International,36.08,-115.15,Logan International,0.0,0.0,0.0,92.0,1.9
3,3,0,10,1200-1259,1,14,195,Alaska Airlines Inc.,24000,25000,1277,2500000,2600000,0.00021,0.00033,11,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,40.0,3.9
7,5,0,10,2300-2359,5,15,160,Delta Air Lines Inc.,22000,85000,3979,3100000,11000000,0.00018,0.0004,15,Los Angeles International,33.94,-118.41,McCarran International,0.07,0.0,0.0,82.0,10.9
5,4,0,6,1500-1559,3,10,140,Delta Air Lines Inc.,17000,85000,3074,2100000,11000000,0.00018,0.0004,17,San Francisco International,37.62,-122.38,Los Angeles International,0.0,0.0,0.0,82.0,8.2
12,1,0,3,0600-0659,2,10,160,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,6,John F. Kennedy International,40.64,-73.78,John F. Kennedy International,0.0,0.0,0.0,30.0,5.9
5,3,0,3,1900-1959,2,13,160,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,20,Miami International,25.79,-80.29,Hartsfield-Jackson Atlanta International,0.0,0.0,0.0,70.0,18.1
11,3,1,7,2100-2159,5,18,165,Alaska Airlines Inc.,33000,25000,1755,3400000,2600000,0.00021,0.00033,9,Hartsfield-Jackson Atlanta International,33.64,-84.43,McCarran International,0.0,0.0,0.0,52.0,4.7
3,1,0,3,1800-1859,4,19,150,American Airlines Inc.,27000,90000,5170,2800000,10500000,0.00016,0.00035,7,Dallas/Fort Worth International,32.9,-97.04,Phoenix Sky Harbor International,0.0,0.8,1.2,36.0,12.0
12,7,0,4,2100-2159,1,14,165,Alaska Airlines Inc.,15000,25000,798,1900000,2600000,0.00021,0.00033,18,Seattle/Tacoma International,47.45,-122.31,NONE,0.0,0.0,0.0,26.0,7.0
12,3,0,6,1500-1559,4,15,140,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,17,John F. Kennedy International,40.64,-73.78,Miami International,0.0,0.0,0.0,44.0,7.5
5,4,0,10,2100-2159,1,11,70,SkyWest Airlines Inc.,24000,60000,3064,2500000,2800000,0.0003,0.00025,14,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,62.0,7.5
2,6,0,6,1500-1559,1,13,130,American Airlines Inc.,30000,90000,5745,3000000,10500000,0.00016,0.00035,9,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.0,44.0,4.4
11,2,0,8,1300-1359,1,8,160,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,13,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,70.0,10.8
7,4,0,8,1300-1359,3,11,70,SkyWest Airlines Inc.,14000,60000,1787,1700000,2800000,0.0003,0.00025,13,McCarran International,36.08,-115.15,Chicago O'Hare International,0.0,0.0,0.0,89.0,12.7
2,4,0,3,1000-1059,1,9,140,Delta Air Lines Inc.,15000,85000,2713,1800000,11000000,0.00018,0.0004,18,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.13,0.0,0.0,41.0,7.9
5,6,0,3,1000-1059,1,7,190,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,3,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,75.0,8.2
6,5,1,3,1400-1459,8,11,180,Delta Air Lines Inc.,15000,85000,2713,1800000,11000000,0.00018,0.0004,10,Phoenix Sky Harbor International,33.43,-112.01,Phoenix Sky Harbor International,0.0,0.0,0.0,71.0,4.9
3,4,1,8,0900-0959,2,9,143,Southwest Airlines Co.,15000,110000,3511,2200000,12000000,0.00012,0.0003,9,John F. Kennedy International,40.64,-73.78,Phoenix Sky Harbor International,0.0,0.0,0.0,48.0,13.6
6,1,1,3,0900-0959,6,6,173,Southwest Airlines Co.,14000,110000,3277,1700000,12000000,0.00012,0.0003,12,Miami International,25.79,-80.29,Los Angeles International,0.0,0.0,0.0,83.0,9.8
8,4,0,3,1500-1559,1,13,155,United Air Lines Inc.,24000,70000,3574,2500000,8500000,0.00017,0.00036,10,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,63.0,8.5
5,3,0,7,0600-0659,1,8,130,JetBlue Airways,14000,30000,894,1700000,3500000,0.00019,0.00028,7,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,77.0,10.6
12,2,0,8,1200-1259,1,9,70,SkyWest Airlines Inc.,22000,60000,2809,3100000,2800000,0.0003,0.00025,6,Los Angeles International,33.94,-118.41,NONE,0.0,0.0,0.0,58.0,7.4
6,3,1,5,2100-2159,4,18,130,JetBlue Airways,24000,30000,1532,2500000,3500000,0.00019,0.00028,18,Denver International,39.86,-104.67,Los Angeles International,0.0,0.0,0.0,74.0,8.3
2,6,1,8,2200-2259,5,23,160,Delta Air Lines Inc.,24000,85000,4340,2500000,11000000,0.00018,0.0004,6,Denver International,39.86,-104.67,McCarran International,0.03,0.0,0.0,22.0,6.4
9,7,1,4,2300-2359,1,12,170,American Airlines Inc.,15000,90000,2872,2200000,10500000,0.00016,0.00035,9,John F. Kennedy International,40.64,-73.78,NONE,0.15,0.0,0.0,55.0,3.4
7,2,0,1,1400-1459,1,16,143,Southwest Airlines Co.,24000,110000,5617,2500000,12000000,0.00012,0.0003,22,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,65.0,8.1
8,3,1,9,1700-1759,4,13,150,American Airlines Inc.,27000,90000,5170,2800000,10500000,0.00016,0.00035,10,Dallas/Fort Worth International,32.9,-97.04,Chicago O'Hare International,0.0,0.0,0.0,76.0,8.7
3,3,0,10,1900-1959,1,10,140,Delta Air Lines Inc.,15000,85000,2713,1900000,11000000,0.00018,0.0004,12,Seattle/Tacoma International,47.45,-122.31,NONE,0.0,2.5,3.7,27.0,8.5
4,4,0,10,0900-0959,1,8,150,JetBlue Airways,15000,30000,957,1900000,3500000,0.00019,0.00028,16,Seattle/Tacoma International,47.45,-122.31,NONE,0.63,0.0,0.0,57.0,5.7
2,6,0,2,1500-1559,1,4,180,Delta Air Lines Inc.,13000,85000,2351,1500000,11000000,0.00018,0.0004,6,Logan International,42.36,-71.01,NONE,0.0,0.0,0.1,24.0,5.0
2,2,0,6,0900-0959,2,9,155,United Air Lines Inc.,15000,70000,2234,1900000,8500000,0.00017,0.00036,10,Seattle/Tacoma International,47.45,-122.31,San Francisco International,0.0,0.0,0.0,26.0,10.6
9,2,0,1,0700-0759,8,10,143,Southwest Airlines Co.,33000,110000,7723,3400000,12000000,0.00012,0.0003,16,Hartsfield-Jackson Atlanta International,33.64,-84.43,Chicago O'Hare International,0.0,0.0,0.0,87.0,10.4
9,2,0,5,2000-2059,2,13,150,American Airlines Inc.,14000,90000,2681,1700000,10500000,0.00016,0.00035,16,Miami International,25.79,-80.29,Denver International,0.0,0.0,0.0,70.0,10.4
11,1,0,10,0600-0659,1,7,195,Alaska Airlines Inc.,24000,25000,1277,2500000,2600000,0.00021,0.00033,10,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,37.0,8.9
8,2,1,7,1700-1759,3,12,160,Delta Air Lines Inc.,22000,85000,3979,3100000,11000000,0.00018,0.0004,10,Los Angeles International,33.94,-118.41,Los Angeles International,0.0,0.0,0.0,82.0,7.7
2,4,0,2,0001-0559,2,5,155,United Air Lines Inc.,14000,70000,2085,1700000,8500000,0.00017,0.00036,8,McCarran International,36.08,-115.15,Hartsfield-Jackson Atlanta International,0.0,0.0,0.0,40.0,8.3
9,5,0,2,1700-1759,1,12,143,Southwest Airlines Co.,15000,110000,3511,1900000,12000000,0.00012,0.0003,11,Seattle/Tacoma International,47.45,-122.31,NONE,0.0,0.0,0.0,72.0,5.5
9,1,1,2,1400-1459,2,12,150,JetBlue Airways,17000,30000,1085,2100000,3500000,0.00019,0.00028,10,San Francisco International,37.62,-122.38,Los Angeles International,0.0,0.0,0.0,84.0,5.9
1,7,0,4,2200-2259,1,32,140,Delta Air Lines Inc.,33000,85000,5968,3400000,11000000,0.00018,0.0004,8,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.0,53.0,5.9
2,7,0,11,1000-1059,1,6,173,Southwest Airlines Co.,22000,110000,5149,3100000,12000000,0.00012,0.0003,4,Los Angeles International,33.94,-118.41,NONE,0.11,0.0,0.0,45.0,13.7
12,4,0,11,1200-1259,2,9,70,SkyWest Airlines Inc.,14000,60000,1787,1700000,2800000,0.0003,0.00025,6,Miami International,25.79,-80.29,Los Angeles International,0.0,0.0,0.0,41.0,5.5
11,7,0,6,1800-1859,1,9,185,United Air Lines Inc.,15000,70000,2234,1800000,8500000,0.00017,0.00036,19,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,45.0,10.7
10,6,0,7,0800-0859,1,5,170,JetBlue Airways,17000,30000,1085,2100000,3500000,0.00019,0.00028,12,San Francisco International,37.62,-122.38,NONE,0.0,0.0,0.0,66.0,7.5
1,7,1,2,1800-1859,4,11,160,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,11,John F. Kennedy International,40.64,-73.78,Miami International,0.0,0.0,0.3,18.0,4.1
8,3,1,7,2000-2059,5,17,155,United Air Lines Inc.,30000,70000,4468,3000000,8500000,0.00017,0.00036,9,Chicago O'Hare International,41.98,-87.9,Logan International,0.0,0.0,0.0,79.0,10.7
3,6,0,4,1100-1159,2,10,165,Alaska Airlines Inc.,22000,25000,1170,3100000,2600000,0.00021,0.00033,18,Los Angeles International,33.94,-118.41,Logan International,0.0,0.0,0.0,48.0,8.5
12,2,0,9,1700-1759,2,14,163,Southwest Airlines Co.,22000,110000,5149,3100000,12000000,0.00012,0.0003,10,Los Angeles International,33.94,-118.41,Dallas/Fort Worth International,0.0,0.2,0.3,33.0,5.6
12,7,1,11,0001-0559,2,9,143,Southwest Airlines Co.,27000,110000,6319,2800000,12000000,0.00012,0.0003,8,Dallas/Fort Worth International,32.9,-97.04,Los Angeles International,0.0,0.0,0.0,47.0,10.2
3,1,0,6,1000-1059,2,10,160,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,9,Miami International,25.79,-80.29,Seattle/Tacoma International,0.0,0.0,0.0,45.0,9.1
2,2,0,10,1900-1959,2,9,150,American Airlines Inc.,17000,90000,3255,2100000,10500000,0.00016,0.00035,14,San Francisco International,37.62,-122.38,Hartsfield-Jackson Atlanta International,0.0,0.0,0.0,42.0,11.2
1,4,0,4,0900-0959,1,9,170,American Airlines Inc.,24000,90000,4596,2500000,10500000,0.00016,0.00035,7,Denver International,39.86,-104.67,NONE,0.0,0.3,0.5,21.0,5.6
2,5,1,5,2000-2059,2,8,175,United Air Lines Inc.,14000,70000,2085,1700000,8500000,0.00017,0.00036,8,Miami International,25.79,-80.29,Seattle/Tacoma International,0.0,0.0,0.0,55.0,10.7
6,1,0,1,0800-0859,5,12,150,American Airlines Inc.,15000,90000,2872,2200000,10500000,0.00016,0.00035,9,John F. Kennedy International,40.64,-73.78,Phoenix Sky Harbor International,0.0,0.0,0.0,68.0,15.1
7,5,0,6,0800-0859,4,16,90,SkyWest Airlines Inc.,30000,60000,3830,3000000,2800000,0.0003,0.00025,10,Chicago O'Hare International,41.98,-87.9,John F. Kennedy International,0.0,0.0,0.0,61.0,7.2
11,2,0,9,1500-1559,3,8,150,American Airlines Inc.,15000,90000,2872,1800000,10500000,0.00016,0.00035,5,Phoenix Sky Harbor International,33.43,-112.01,Miami International,0.56,0.0,0.0,47.0,12.5
7,4,0,2,1800-1859,2,9,195,Alaska Airlines Inc.,17000,25000,904,2100000,2600000,0.00021,0.00033,15,San Francisco International,37.62,-122.38,Denver International,0.0,0.0,0.0,90.0,8.4
9,7,1,1,1500-1559,1,14,150,American Airlines Inc.,22000,90000,4213,3100000,10500000,0.00016,0.00035,16,Los Angeles International,33.94,-118.41,NONE,0.0,0.0,0.0,78.0,7.6
12,4,0,7,2300-2359,1,15,130,American Airlines Inc.,15000,90000,2872,1900000,10500000,0.00016,0.00035,12,Seattle/Tacoma International,47.45,-122.31,NONE,0.0,0.9,1.4,29.0,10.5
11,4,0,7,1500-1559,1,14,50,SkyWest Airlines Inc.,24000,60000,3064,2500000,2800000,0.0003,0.00025,17,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,42.0,6.7
11,2,0,3,0700-0759,6,12,150,JetBlue Airways,27000,30000,1723,2800000,3500000,0.00019,0.00028,15,Dallas/Fort Worth International,32.9,-97.04,Hartsfield-Jackson Atlanta International,0.0,0.0,0.0,41.0,6.7
5,3,1,6,2000-2059,3,19,130,JetBlue Airways,22000,30000,1404,3100000,3500000,0.00019,0.00028,10,Los Angeles International,33.94,-118.41,Seattle/Tacoma International,0.0,0.0,0.0,72.0,9.0
3,3,1,8,0900-0959,4,9,180,Delta Air Lines Inc.,13000,85000,2351,1500000,11000000,0.00018,0.0004,14,Logan International,42.36,-71.01,Phoenix Sky Harbor International,0.06,0.0,0.0,27.0,11.3
3,1,0,11,1700-1759,1,11,150,JetBlue Airways,15000,30000,957,1800000,3500000,0.00019,0.00028,13,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,39.0,7.2
5,4,0,1,0700-0759,1,1,160,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,5,John F. Kennedy International,40.64,-73.78,NONE,0.16,0.0,0.0,42.0,12.1
9,4,0,3,0900-0959,1,15,90,SkyWest Airlines Inc.,15000,60000,1915,1800000,2800000,0.0003,0.00025,28,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,65.0,8.4
6,3,0,8,1400-1459,1,10,165,Alaska Airlines Inc.,15000,25000,798,2200000,2600000,0.00021,0.00033,5,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,67.0,11.6
5,1,0,11,1600-1659,1,12,160,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,6,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,59.0,8.8
8,2,0,3,1100-1159,2,7,70,SkyWest Airlines Inc.,14000,60000,1787,1700000,2800000,0.0003,0.00025,22,Miami International,25.79,-80.29,McCarran International,0.0,0.0,0.0,84.0,7.9
8,6,0,1,0600-0659,6,9,180,JetBlue Airways,30000,30000,1915,3000000,3500000,0.00019,0.00028,6,Chicago O'Hare International,41.98,-87.9,John F. Kennedy International,0.22,0.0,0.0,58.0,15.7
5,2,0,4,2000-2059,3,24,165,Alaska Airlines Inc.,33000,25000,1755,3400000,2600000,0.00021,0.00033,34,Hartsfield-Jackson Atlanta International,33.64,-84.43,Chicago O'Hare International,0.0,0.0,0.0,78.0,7.1
6,2,0,2,1200-1259,2,12,150,JetBlue Airways,30000,30000,1915,3000000,3500000,0.00019,0.00028,3,Chicago O'Hare International,41.98,-87.9,Chicago O'Hare International,0.0,0.0,0.0,63.0,7.7
1,1,0,11,0700-0759,1,6,135,United Air Lines Inc.,27000,70000,4021,2800000,8500000,0.00017,0.00036,17,Dallas/Fort Worth International,32.9,-97.04,NONE,0.05,0.0,0.0,42.0,7.2
8,5,0,1,1700-1759,1,6,70,SkyWest Airlines Inc.,14000,60000,1787,1700000,2800000,0.0003,0.00025,9,McCarran International,36.08,-115.15,NONE,0.04,0.0,0.0,99.0,12.4
5,4,1,3,1400-1459,4,7,150,American Airlines Inc.,24000,90000,4596,2500000,10500000,0.00016,0.00035,18,Denver International,39.86,-104.67,Los Angeles International,0.0,0.0,0.0,68.0,4.2
7,7,1,9,2100-2159,8,21,195,Alaska Airlines Inc.,27000,25000,1436,2800000,2600000,0.00021,0.00033,27,Dallas/Fort Worth International,32.9,-97.04,Dallas/Fort Worth International,0.19,0.0,0.0,82.0,11.0
3,4,0,5,0001-0559,3,5,180,American Airlines Inc.,22000,90000,4213,3100000,10500000,0.00016,0.00035,16,Los Angeles International,33.94,-118.41,Phoenix Sky Harbor International,0.0,0.0,0.0,51.0,6.2
1,4,0,2,0700-0759,3,8,195,Alaska Airlines Inc.,13000,25000,691,1500000,2600000,0.00021,0.00033,19,Logan International,42.36,-71.01,Phoenix Sky Harbor International,0.1,0.0,0.0,11.0,6.9
11,1,0,9,1800-1859,1,8,185,Alaska Airlines Inc.,14000,25000,745,1700000,2600000,0.00021,0.00033,12,Miami International,25.79,-80.29,NONE,0.0,0.0,0.0,54.0,12.4
2,5,0,2,0700-0759,2,16,70,SkyWest Airlines Inc.,24000,60000,3064,2500000,2800000,0.0003,0.00025,13,Denver International,39.86,-104.67,Denver International,0.0,0.6,1.8,24.0,7.2
7,7,0,4,1700-1759,3,13,165,Alaska Airlines Inc.,17000,25000,904,2100000,2600000,0.00021,0.00033,2,San Francisco International,37.62,-122.38,Denver International,0.0,0.0,0.0,79.0,11.4
5,3,0,8,1000-1059,6,9,150,JetBlue Airways,22000,30000,1404,3100000,3500000,0.00019,0.00028,5,Los Angeles International,33.94,-118.41,Chicago O'Hare International,0.26,0.0,0.0,80.0,4.0
9,1,0,8,0800-0859,2,7,195,Alaska Airlines Inc.,14000,25000,745,1700000,2600000,0.00021,0.00033,14,Miami International,25.79,-80.29,Chicago O'Hare International,0.03,0.0,0.0,63.0,8.0
3,1,0,3,1100-1159,5,6,165,Alaska Airlines Inc.,15000,25000,798,2200000,2600000,0.00021,0.00033,18,John F. Kennedy International,40.64,-73.78,Los Angeles International,0.11,0.0,0.0,34.0,6.9
8,3,0,8,1400-1459,2,4,175,United Air Lines Inc.,15000,70000,2234,2200000,8500000,0.00017,0.00036,8,John F. Kennedy International,40.64,-73.78,Logan International,0.49,0.0,0.0,56.0,8.2
2,1,0,2,0001-0559,2,5,150,JetBlue Airways,14000,30000,894,1700000,3500000,0.00019,0.00028,6,Miami International,25.79,-80.29,Los Angeles International,0.0,1.2,1.9,25.0,6.4
8,1,1,1,0001-0559,1,12,100,SkyWest Airlines Inc.,30000,60000,3830,3000000,2800000,0.0003,0.00025,14,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.0,68.0,5.8
9,1,0,8,1800-1859,2,8,123,Southwest Airlines Co.,15000,110000,3511,1900000,12000000,0.00012,0.0003,5,Seattle/Tacoma International,47.45,-122.31,Dallas/Fort Worth International,0.0,0.0,0.0,48.0,15.3
5,4,0,11,1300-1359,2,10,135,United Air Lines Inc.,17000,70000,2532,2100000,8500000,0.00017,0.00036,8,San Francisco International,37.62,-122.38,Denver International,0.0,0.0,0.0,80.0,4.6
6,7,0,3,0800-0859,6,13,155,United Air Lines Inc.,27000,70000,4021,2800000,8500000,0.00017,0.00036,11,Dallas/Fort Worth International,32.9,-97.04,Seattle/Tacoma International,0.0,0.0,0.0,88.0,8.7
10,7,0,8,1100-1159,1,5,130,JetBlue Airways,14000,30000,894,1700000,3500000,0.00019,0.00028,8,Miami International,25.79,-80.29,NONE,0.0,0.0,0.0,67.0,4.0
6,6,1,9,1700-1759,1,17,150,American Airlines Inc.,33000,90000,6319,3400000,10500000,0.00016,0.00035,10,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.0,86.0,8.4
7,3,0,7,1600-1659,3,15,155,United Air Lines Inc.,27000,70000,4021,2800000,8500000,0.00017,0.00036,13,Dallas/Fort Worth International,32.9,-97.04,San Francisco International,0.0,0.0,0.0,90.0,13.0
1,5,0,6,2000-2059,1,14,150,American Airlines Inc.,24000,90000,4596,2500000,10500000,0.00016,0.00035,14,Denver International,39.86,-104.67,NONE,0.03,4.9,7.3,26.0,3.8
4,2,0,7,1700-1759,2,21,123,Southwest Airlines Co.,24000,110000,5617,2500000,12000000,0.00012,0.0003,15,Denver International,39.86,-104.67,San Francisco International,0.0,0.0,0.0,37.0,6.9
3,3,1,2,2000-2059,1,15,70,SkyWest Airlines Inc.,15000,60000,1915,1800000,2800000,0.0003,0.00025,23,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,43.0,5.1
1,1,0,6,2300-2359,1,14,180,Delta Air Lines Inc.,13000,85000,2351,1500000,11000000,0.00018,0.0004,9,Logan International,42.36,-71.01,NONE,0.0,2.3,3.4,6.0,9.4
8,1,0,9,1300-1359,2,10,130,JetBlue Airways,17000,30000,1085,2100000,3500000,0.00019,0.00028,18,San Francisco International,37.62,-122.38,Miami International,0.11,0.0,0.0,77.0,5.4
5,1,0,2,0600-0659,2,6,143,Southwest Airlines Co.,30000,110000,7021,3000000,12000000,0.00012,0.0003,14,Chicago O'Hare International,41.98,-87.9,Chicago O'Hare International,0.0,0.0,0.0,69.0,6.8
3,7,0,6,0900-0959,2,9,130,American Airlines Inc.,30000,90000,5745,3000000,10500000,0.00016,0.00035,16,Chicago O'Hare International,41.98,-87.9,Hartsfield-Jackson Atlanta International,0.0,0.0,0.0,14.0,9.6
3,7,0,4,1000-1059,5,9,150,JetBlue Airways,13000,30000,830,1500000,3500000,0.00019,0.00028,9,Logan International,42.36,-71.01,San Francisco International,0.0,0.0,0.0,37.0,12.9
5,4,0,7,0900-0959,1,10,145,Alaska Airlines Inc.,15000,25000,798,2200000,2600000,0.00021,0.00033,18,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,60.0,5.2
5,6,0,6,0900-0959,1,5,150,JetBlue Airways,24000,30000,1532,2500000,3500000,0.00019,0.00028,20,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,63.0,16.7
12,6,0,4,0800-0859,1,15,180,Delta Air Lines Inc.,30000,85000,5426,3000000,11000000,0.00018,0.0004,5,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.0,22.0,8.8
9,4,0,10,1500-1559,2,9,100,SkyWest Airlines Inc.,27000,60000,3447,2800000,2800000,0.0003,0.00025,6,Dallas/Fort Worth International,32.9,-97.04,Dallas/Fort Worth International,0.0,0.0,0.0,56.0,7.8
4,2,0,10,1600-1659,1,19,165,Alaska Airlines Inc.,33000,25000,1755,3400000,2600000,0.00021,0.00033,2,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.0,72.0,11.2
1,1,1,3,1900-1959,5,8,150,American Airlines Inc.,14000,90000,2681,1700000,10500000,0.00016,0.00035,8,Miami International,25.79,-80.29,Dallas/Fort Worth International,1.33,0.0,0.0,26.0,11.4
12,3,0,4,1600-1659,2,18,143,Southwest Airlines Co.,24000,110000,5617,2500000,12000000,0.00012,0.0003,26,Denver International,39.86,-104.67,Miami International,0.0,0.0,0.1,13.0,6.4
2,1,0,9,1500-1559,1,7,130,American Airlines Inc.,13000,90000,2489,1500000,10500000,0.00016,0.00035,12,Logan International,42.36,-71.01,NONE,0.0,0.3,0.4,24.0,11.7
2,5,0,4,0700-0759,1,3,160,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,8,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,30.0,6.5
11,1,0,3,0600-0659,4,5,190,Delta Air Lines Inc.,15000,85000,2713,1900000,11000000,0.00018,0.0004,20,Seattle/Tacoma International,47.45,-122.31,Dallas/Fort Worth International,0.0,0.0,0.5,35.0,7.8
1,7,0,4,1500-1559,4,14,150,JetBlue Airways,15000,30000,957,1900000,3500000,0.00019,0.00028,12,Seattle/Tacoma International,47.45,-122.31,Chicago O'Hare International,0.0,0.0,0.0,21.0,6.0
10,3,1,6,1700-1759,1,16,150,JetBlue Airways,27000,30000,1723,2800000,3500000,0.00019,0.00028,25,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,0.0,0.0,59.0,7.2
